0,0.26667,0.26667,0.56667,0.73333,0.43333,0.6,0.53333,0.033333,0.23333,0.16667,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.2,0.033333,0.033333,0.033333,0.66667,0.033333,0.53333,0.76667,0.7,0.033333,0.033333,0.033333,0.033333,0.43333,0.033333,0.46667,0.73333,0.7,0.033333,0.066667,0.033333,0.033333,0.56667,0.033333,0.5,0.9,0.66667,0.033333,0.033333,0.033333,0.2,0.13333,0,0.16667,0.13333,0.13333,0.033333,0.33333,0,0.4,0.8,0.73333,0.033333,0.33333,0.033333,0.13333,0.56667,0.4,0,0.033333,0.033333,0.033333,0.066667,0.033333
0.43333,0.53333,0.6,0.3,0.4,0.23333,0.3,0.56667,0,0.23333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.66667,0,0.73333,0.4,0.5,0,0,0,0,0,0,0.76667,0.43333,0.6,0,0,0,0,0.53333,0,0.7,0.46667,0.46667,0,0,0,0.56667,0.2,0,0.23333,0.2,0.43333,0,0.53333,0,0.7,0.43333,0.5,0,0.63333,0,0.33333,0.3,0.4,0.033333,0,0,0,0,0
0.033333,0,0,0,0.033333,0.033333,0.033333,0.066667,0.066667,0,0,0.13333,0.1,0.066667,0.066667,0.066667,0.1,0.2,0.066667,0.1,0.066667,0.1,0.1,0.1,0,0.76667,0.6,0.53333,0.033333,0.86667,0,0.033333,0,0.53333,0.66667,0.7,0.46667,0,0,0,0,0,0.33333,0.63333,0.66667,0.56667,0,0.66667,0,0.033333,0,0.5,0.26667,0.033333,0,0,0,0,0,0,0.23333,0,0.13333,0,0.033333,0,0.53333,0,0.4,0,0.033333,0.033333,0.1,0.1,0.7,0.36667,0.63333,0.73333
0.46667,0.43333,0.43333,0.23333,0.46667,0.23333,0.26667,0.76667,0,0.13333,0.26667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33333,0,0,0,0.76667,0,0.9,0.43333,0.5,0,0,0,0,0.76667,0,0,0.46667,0.53333,0,0,0,0,0.7,0,0.9,0.53333,0.46667,0,0,0,0.4,0.16667,0,0.2,0.16667,0.26667,0,0.5,0,0.93333,0.43333,0.5,0,0.5,0,0.26667,0.26667,0.56667,0,0,0,0,0,0
0.73333,0.23333,0.23333,0.46667,0.8,0.43333,0.5,0.43333,0,0.16667,0.13333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16667,0,0,0,0.53333,0,0.5,0.83333,0.83333,0,0,0,0,0.43333,0,0.46667,0,0.76667,0,0,0,0,0.63333,0,0.46667,0.83333,0.76667,0,0,0,0.2,0.066667,0,0.13333,0.1,0.1,0,0.26667,0,0.46667,0.8,0.8,0,0.26667,0,0.13333,0.6,0.33333,0,0,0,0,0,0
0.7,0.43333,0.46667,0.4,0.63333,0.3,0.4,0.5,0,0.26667,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33333,0,0,0,0.66667,0,0.56667,0.7,0.9,0,0,0,0,0.6,0,0.53333,0.76667,0,0,0,0,0,0.6,0,0.53333,0.8,0.86667,0,0,0,0.4,0.16667,0,0.2,0.16667,0.26667,0,0.36667,0,0.46667,0.73333,0.9,0,0.5,0,0.23333,0.43333,0.36667,0,0,0,0,0,0
0.033333,0,0,0,0.033333,0.033333,0.033333,0.033333,0.066667,0.033333,0,0.066667,0.066667,0.066667,0.1,0.066667,0.066667,0.066667,0.066667,0.066667,0.066667,0.066667,0.066667,0.066667,0,0.26667,0.3,0.66667,0.033333,0.43333,0,0.033333,0,0.7,0.3,0.26667,0.66667,0,0.33333,0,0,0,0,0.26667,0.26667,0.56667,0,0.26667,0,0.033333,0,0.63333,0.16667,0.1,0,0,0,0,0,0,0.13333,0,0.16667,0,0.033333,0,0.5,0,0.2,0,0.033333,0.033333,0.6,0.1,0.33333,0.7,0.26667,0.3
0.066667,0,0,0,0.033333,0.033333,0.033333,0.066667,0.13333,0,0,0.13333,0.16667,0.13333,0.13333,0.16667,0.1,0.16667,0.16667,0.16667,0.13333,0.1,0.1,0.1,0,0.73333,0.7,0.36667,0.033333,0.6,0,0.033333,0,0.33333,0.73333,0.76667,0.33333,0,0.63333,0,0,0,0.26667,0,0.96667,0.36667,0,0.83333,0,0.066667,0,0.33333,0.43333,0.066667,0,0,0.066667,0,0,0,0.26667,0,0.23333,0,0.033333,0,0.36667,0,0.5,0,0.033333,0.033333,0.066667,0.16667,0.73333,0.23333,0.86667,0.7
0.033333,0,0,0,0.033333,0.033333,0.033333,0.066667,0.1,0,0,0.16667,0.13333,0.1,0.1,0.13333,0.13333,0.2,0.13333,0.13333,0.1,0.13333,0.13333,0.13333,0,0.7,0.66667,0.4,0.033333,0.63333,0,0.033333,0,0.36667,0.73333,0.8,0.36667,0,0.66667,0,0,0,0.26667,0.96667,0,0.4,0,0.9,0,0.033333,0,0.33333,0.43333,0.066667,0,0,0.033333,0,0,0,0.3,0,0.23333,0,0.033333,0,0.4,0,0.5,0,0.033333,0.033333,0.066667,0.13333,0.7,0.23333,0.86667,0.76667
0.033333,0,0,0,0.033333,0.033333,0.033333,0.066667,0.066667,0.033333,0,0.13333,0.1,0.066667,0.066667,0.066667,0.1,0.16667,0.066667,0.1,0.066667,0.1,0.1,0.13333,0,0.5,0.5,0.83333,0.033333,0.6,0,0.033333,0,0.83333,0.4,0.53333,0.76667,0,0.56667,0,0,0,0.56667,0.36667,0.4,0,0,0.4,0,0.033333,0,0.8,0.23333,0.033333,0,0,0,0,0,0,0.16667,0,0.13333,0,0.033333,0,0.8,0,0.3,0,0.033333,0.033333,0.23333,0.1,0.43333,0.66667,0.46667,0.53333
0.56667,0.3,0.3,0.36667,0.6,0.43333,0.36667,0.7,0,0.16667,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26667,0,0,0,0.7,0,0.7,0.5,0.6,0,0,0,0,0.53333,0,0.7,0.63333,0.6,0,0,0,0,0,0,0.76667,0.6,0.56667,0,0,0,0.3,0.1,0,0.16667,0.13333,0.2,0,0.4,0,0.73333,0.6,0.6,0,0.3,0,0.2,0.5,0.63333,0,0,0,0,0,0
0.033333,0,0,0,0.033333,0.033333,0.033333,0.033333,0.1,0,0,0.13333,0.1,0.1,0.1,0.13333,0.13333,0.13333,0.16667,0.1,0.1,0.13333,0.13333,0.1,0,0.66667,0.66667,0.4,0.033333,0.63333,0,0.033333,0,0.36667,0.7,0.8,0.4,0,0.66667,0,0,0,0.26667,0.83333,0.9,0.4,0,0,0,0.033333,0,0.33333,0.46667,0.066667,0,0,0.033333,0,0,0,0.23333,0,0.2,0,0.033333,0,0.4,0,0.46667,0,0.033333,0.033333,0.066667,0.13333,0.6,0.23333,0.8,0.76667
0.5,0.33333,0.4,0.3,0.5,0.3,0.33333,0.86667,0,0.2,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36667,0,0,0,0.8,0,0.83333,0.43333,0.5,0,0,0,0,0.7,0,0.9,0.46667,0.53333,0,0,0,0,0.76667,0,0,0.53333,0.46667,0,0,0,0.4,0.16667,0,0.2,0.16667,0.26667,0,0.43333,0,0.9,0.43333,0.5,0,0.46667,0,0.26667,0.33333,0.66667,0,0,0,0,0,0
0.9,0.26667,0.26667,0.5,0.83333,0.43333,0.56667,0.56667,0.033333,0.16667,0.16667,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.2,0.033333,0.033333,0.033333,0.66667,0.033333,0.56667,0.9,0.83333,0.033333,0.033333,0.033333,0.033333,0.46667,0.033333,0.53333,0.83333,0.8,0.033333,0.066667,0.033333,0.033333,0.6,0.033333,0.53333,0,0.8,0.033333,0.033333,0.033333,0.2,0.1,0,0.13333,0.1,0.13333,0.033333,0.26667,0,0.46667,0.86667,0.8,0.033333,0.3,0.033333,0.13333,0.56667,0.43333,0,0.033333,0.033333,0.033333,0.066667,0.033333
0.66667,0.36667,0.3,0.43333,0.66667,0.33333,0.36667,0.43333,0,0.26667,0.23333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23333,0,0,0,0.5,0,0.5,0.7,0.96667,0,0,0,0,0.46667,0,0.46667,0.76667,0.86667,0,0,0,0,0.56667,0,0.46667,0.8,0,0,0,0,0.26667,0.13333,0,0.2,0.16667,0.16667,0,0.23333,0,0.43333,0.73333,0.86667,0,0.4,0,0.13333,0.46667,0.33333,0,0,0,0,0,0
0.033333,0,0,0,0.033333,0.033333,0.033333,0.066667,0.066667,0.033333,0,0.1,0.1,0.066667,0.1,0.1,0.066667,0.16667,0.066667,0.1,0.066667,0.066667,0.066667,0.1,0,0.43333,0.4,0.86667,0.033333,0.56667,0,0.033333,0,0.86667,0.43333,0.36667,0.73333,0,0.5,0,0,0,0.63333,0.33333,0.33333,0.8,0,0.33333,0,0.033333,0,0,0.2,0.033333,0,0,0,0,0,0,0.13333,0,0.1,0,0.033333,0,0.7,0,0.23333,0,0.033333,0.033333,0.3,0.1,0.4,0.73333,0.4,0.43333
0.033333,0,0,0,0.033333,0.1,0.033333,0.033333,0.43333,0.066667,0,0.43333,0.46667,0.46667,0.33333,0.46667,0.46667,0.36667,0.4,0.43333,0.46667,0.46667,0.46667,0.26667,0,0.36667,0.4,0.23333,0.033333,0.3,0,0.033333,0,0.2,0.36667,0.36667,0.2,0,0.26667,0,0,0,0.16667,0.43333,0.43333,0.23333,0,0.46667,0,0.033333,0,0.2,0,0.23333,0,0,0.3,0,0,0,0.43333,0,0.2,0,0.033333,0,0.23333,0,0.7,0,0.033333,0.033333,0.066667,0.5,0.36667,0.16667,0.43333,0.4
0.033333,0,0,0,0.033333,0.1,0.033333,0.033333,0.3,0.033333,0,0.3,0.4,0.26667,0.26667,0.26667,0.26667,0.23333,0.2,0.23333,0.33333,0.3,0.23333,0.2,0,0.033333,0.1,0.066667,0.033333,0.066667,0,0.033333,0,0.066667,0.066667,0.066667,0.16667,0,0.033333,0,0,0,0.1,0.066667,0.066667,0.033333,0,0.066667,0,0.033333,0,0.033333,0.23333,0,0,0,0.23333,0,0,0,0.33333,0,0.66667,0,0.033333,0,0.066667,0,0.2,0,0.033333,0.033333,0.1,0.26667,0.1,0.1,0.1,0.066667
0.2,0.8,0.83333,0.2,0.16667,0.066667,0.1,0.3,0,0.36667,0.8,0,0,0,0,0,0,0,0,0,0.033333,0,0,0,0.76667,0,0,0,0.36667,0,0.36667,0.13333,0.3,0,0,0,0,0.56667,0,0.4,0.2,0.4,0,0,0,0,0.3,0,0.4,0.2,0.26667,0,0,0,0,0.33333,0,0.43333,0.4,0.66667,0,0.56667,0,0.4,0.2,0.3,0,0.8,0,0.6,0.13333,0.26667,0.033333,0,0,0,0,0
0.13333,0.36667,0.36667,0.1,0.033333,0.033333,0.066667,0.1,0,0.43333,0.46667,0,0,0,0,0,0,0,0,0,0,0,0,0.033333,0.5,0,0,0,0.1,0,0.13333,0.066667,0.13333,0,0,0,0,0.2,0,0.16667,0.066667,0.16667,0,0,0,0,0.1,0,0.16667,0.1,0.13333,0,0,0,0.33333,0,0.066667,0.93333,0.96667,0.56667,0,0.4,0,0.13333,0.066667,0.13333,0,0.33333,0,0.4,0.033333,0.066667,0.033333,0,0,0.066667,0,0
0,0,0,0,0,0.033333,0,0,0.6,0.16667,0,0.46667,0.36667,0.56667,0.53333,0.53333,0.46667,0.26667,0.33333,0.36667,0.33333,0.4,0.4,0.43333,0,0.033333,0.033333,0,0,0,0,0,0,0,0.033333,0,0,0,0,0,0,0,0,0.066667,0.033333,0,0,0.033333,0,0,0,0,0.3,0.23333,0,0.066667,0,0.066667,0.066667,0.033333,0.23333,0,0.1,0,0,0,0,0,0.2,0,0.033333,0,0.033333,0.36667,0.1,0.066667,0.033333,0
0.16667,0.4,0.4,0.1,0.1,0.066667,0.033333,0.13333,0,0.53333,0.43333,0,0,0,0,0,0,0,0,0,0.033333,0,0,0.033333,0.53333,0,0,0,0.13333,0,0.16667,0.066667,0.2,0,0,0,0,0.23333,0,0.2,0.13333,0.2,0,0,0,0,0.16667,0,0.2,0.13333,0.2,0,0,0,0.43333,0.93333,0.066667,0,1,0.53333,0,0.43333,0,0.2,0.13333,0.2,0,0.36667,0,0.4,0.066667,0.1,0.033333,0,0,0.033333,0,0
0.13333,0.36667,0.36667,0.13333,0.066667,0.066667,0.033333,0.1,0,0.5,0.46667,0,0,0,0,0,0,0,0,0,0.033333,0,0,0.033333,0.5,0,0,0,0.1,0,0.13333,0.066667,0.16667,0,0,0,0,0.2,0,0.16667,0.1,0.16667,0,0,0,0,0.13333,0,0.16667,0.1,0.16667,0,0,0,0.4,0.96667,0.066667,1,0,0.56667,0,0.4,0,0.16667,0.1,0.16667,0,0.33333,0,0.43333,0.066667,0.1,0.066667,0,0,0.066667,0,0
0.13333,0.66667,0.63333,0.2,0.066667,0.066667,0.066667,0.2,0,0.3,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83333,0,0,0,0.23333,0,0.23333,0.1,0.16667,0,0,0,0,0.43333,0,0.26667,0.1,0.26667,0,0,0,0,0.2,0,0.26667,0.13333,0.16667,0,0,0,0.66667,0.56667,0.033333,0.53333,0.56667,0,0,0.6,0,0.23333,0.1,0.2,0,0.56667,0,0.7,0.1,0.16667,0.066667,0,0,0.033333,0,0
0.033333,0,0,0,0.033333,0.1,0.033333,0.033333,0.4,0.1,0,0.5,0.43333,0.4,0.36667,0.46667,0.4,0.4,0.26667,0.36667,0.4,0.46667,0.26667,0.23333,0,0.2,0.3,0.16667,0.033333,0.2,0,0.033333,0,0.16667,0.23333,0.26667,0.2,0,0.23333,0,0,0,0.13333,0.26667,0.3,0.16667,0,0.23333,0,0.033333,0,0.13333,0.43333,0.33333,0,0,0.23333,0,0,0,0,0,0.23333,0,0.033333,0,0.23333,0,0.4,0,0.033333,0.033333,0.033333,0.46667,0.26667,0.066667,0.3,0.23333
0.33333,0.56667,0.56667,0.2,0.16667,0.066667,0.13333,0.33333,0,0.4,0.53333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63333,0,0,0,0.4,0,0.43333,0.2,0.26667,0,0,0,0,0.53333,0,0.5,0.26667,0.36667,0,0,0,0,0.4,0,0.43333,0.26667,0.23333,0,0,0,0.56667,0.4,0,0.43333,0.4,0.6,0,0,0,0.43333,0.23333,0.3,0,0.53333,0,0.6,0.16667,0.23333,0.033333,0,0,0,0,0
0,0,0,0,0,0.066667,0,0,0.13333,0.033333,0,0.1,0.13333,0.1,0.13333,0.1,0.1,0.1,0.066667,0.1,0.13333,0.1,0.1,0.066667,0,0.16667,0.26667,0.13333,0,0.13333,0,0,0,0.13333,0.23333,0.23333,0.23333,0,0.13333,0,0,0,0.16667,0.23333,0.23333,0.13333,0,0.2,0,0,0,0.1,0.2,0.66667,0,0,0.1,0,0,0,0.23333,0,0,0,0,0,0.2,0,0.26667,0,0,0,0.033333,0.13333,0.26667,0.066667,0.23333,0.16667
0.4,0.33333,0.4,0.26667,0.5,0.26667,0.23333,0.76667,0,0.13333,0.23333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0.7,0,0.8,0.36667,0.46667,0,0,0,0,0.7,0,0.93333,0.46667,0.46667,0,0,0,0,0.73333,0,0.9,0.46667,0.43333,0,0,0,0.4,0.13333,0,0.2,0.16667,0.23333,0,0.43333,0,0,0.43333,0.46667,0,0.46667,0,0.26667,0.26667,0.63333,0,0,0,0,0,0
0.8,0.2,0.2,0.53333,0.8,0.53333,0.56667,0.46667,0.033333,0.16667,0.13333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.16667,0.033333,0.033333,0.033333,0.6,0.033333,0.53333,0.83333,0.76667,0.033333,0.033333,0.033333,0.033333,0.43333,0.033333,0.43333,0.8,0.73333,0.033333,0.033333,0.033333,0.033333,0.6,0.033333,0.43333,0.86667,0.73333,0.033333,0.033333,0.033333,0.2,0.066667,0,0.13333,0.1,0.1,0.033333,0.23333,0,0.43333,0,0.8,0.033333,0.23333,0.033333,0.13333,0.56667,0.43333,0,0.033333,0.033333,0.033333,0.033333,0.033333
0.73333,0.33333,0.33333,0.4,0.7,0.3,0.43333,0.46667,0,0.26667,0.23333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26667,0,0,0,0.56667,0,0.53333,0.7,0.9,0,0,0,0,0.5,0,0.5,0.8,0.9,0,0,0,0,0.6,0,0.5,0.8,0.86667,0,0,0,0.3,0.13333,0,0.2,0.16667,0.2,0,0.3,0,0.46667,0.8,0,0,0.36667,0,0.2,0.5,0.36667,0,0,0,0,0,0
0.033333,0,0,0,0.033333,0.033333,0.033333,0.033333,0.066667,0,0,0.1,0.1,0.066667,0.066667,0.066667,0.1,0.1,0.066667,0.066667,0.066667,0.1,0.1,0.13333,0,0.56667,0.53333,0.73333,0.033333,0.56667,0,0.033333,0,0.8,0.46667,0.53333,0.7,0,0.53333,0,0,0,0.5,0.36667,0.4,0.8,0,0.4,0,0.033333,0,0.7,0.23333,0.066667,0,0,0,0,0,0,0.23333,0,0.2,0,0.033333,0,0,0,0.3,0,0.033333,0.033333,0.2,0.1,0.46667,0.56667,0.4,0.46667
0.33333,0.76667,0.83333,0.33333,0.2,0.066667,0.13333,0.36667,0,0.3,0.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63333,0,0,0,0.46667,0,0.43333,0.2,0.36667,0,0,0,0,0.63333,0,0.5,0.26667,0.5,0,0,0,0,0.3,0,0.46667,0.3,0.4,0,0,0,0.8,0.33333,0,0.36667,0.33333,0.56667,0,0.53333,0,0.46667,0.23333,0.36667,0,0,0,0.43333,0.13333,0.23333,0,0,0,0,0,0
0.033333,0,0,0,0.033333,0.1,0.033333,0.066667,0.3,0.033333,0,0.33333,0.4,0.33333,0.3,0.3,0.33333,0.3,0.26667,0.36667,0.33333,0.3,0.33333,0.23333,0,0.43333,0.53333,0.26667,0.033333,0.36667,0,0.033333,0,0.26667,0.5,0.46667,0.26667,0,0.4,0,0,0,0.2,0.5,0.5,0.3,0,0.46667,0,0.033333,0,0.23333,0.7,0.2,0,0,0.2,0,0,0,0.4,0,0.26667,0,0.033333,0,0.3,0,0,0,0.033333,0.033333,0.066667,0.4,0.53333,0.23333,0.5,0.46667
0.13333,0.56667,0.56667,0.23333,0.1,0.066667,0.066667,0.2,0,0.3,0.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66667,0,0,0,0.2,0,0.23333,0.1,0.16667,0,0,0,0,0.33333,0,0.26667,0.13333,0.23333,0,0,0,0,0.2,0,0.26667,0.13333,0.13333,0,0,0,0.6,0.4,0,0.4,0.43333,0.7,0,0.6,0,0.26667,0.13333,0.2,0,0.43333,0,0,0.1,0.2,0.066667,0,0,0.033333,0,0
0.56667,0.1,0.13333,0.53333,0.6,0.66667,0.8,0.43333,0.033333,0.066667,0.1,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.1,0.033333,0.033333,0.033333,0.43333,0.033333,0.4,0.66667,0.5,0.033333,0.033333,0.033333,0.033333,0.3,0.033333,0.26667,0.6,0.43333,0.033333,0.033333,0.033333,0.033333,0.5,0.033333,0.33333,0.56667,0.46667,0.033333,0.033333,0.033333,0.13333,0.033333,0.033333,0.066667,0.066667,0.1,0.033333,0.16667,0,0.26667,0.56667,0.5,0.033333,0.13333,0.033333,0.1,0,0.56667,0,0.033333,0.033333,0.033333,0.033333,0.033333
0.4,0.16667,0.23333,0.36667,0.43333,0.5,0.56667,0.8,0.033333,0.13333,0.16667,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.2,0.033333,0.033333,0.033333,0.63333,0.033333,0.66667,0.46667,0.36667,0.033333,0.033333,0.033333,0.033333,0.4,0.033333,0.56667,0.33333,0.36667,0.033333,0.033333,0.033333,0.033333,0.63333,0.033333,0.66667,0.43333,0.33333,0.033333,0.033333,0.033333,0.26667,0.066667,0,0.1,0.1,0.16667,0.033333,0.23333,0,0.63333,0.43333,0.36667,0.033333,0.23333,0.033333,0.2,0.56667,0,0,0.033333,0.033333,0.033333,0.033333,0.033333
0,0.033333,0.033333,0.033333,0,0,0,0,0.066667,0.066667,0.066667,0.066667,0.066667,0.066667,0.13333,0.066667,0.066667,0.066667,0.066667,0.066667,0.13333,0.066667,0.066667,0.1,0.033333,0.066667,0.1,0.3,0,0.16667,0,0,0,0.3,0.1,0.066667,0.36667,0.033333,0.1,0,0,0,0.6,0.066667,0.066667,0.23333,0,0.066667,0,0,0,0.3,0.066667,0.1,0.033333,0.033333,0.033333,0.033333,0.066667,0.066667,0.033333,0.033333,0.033333,0,0,0,0.2,0,0.066667,0.066667,0,0,0,0.1,0.1,0.46667,0.066667,0.1
0.033333,0,0,0,0.033333,0.1,0.033333,0.033333,0.63333,0.066667,0,0.6,0.53333,0.7,0.46667,0.6,0.63333,0.53333,0.56667,0.76667,0.66667,0.66667,0.7,0.53333,0,0.13333,0.16667,0.1,0.033333,0.1,0,0.033333,0,0.1,0.13333,0.1,0.1,0,0.1,0,0,0,0.1,0.16667,0.13333,0.1,0,0.13333,0,0.033333,0,0.1,0.5,0.26667,0,0,0.36667,0,0,0,0.46667,0,0.13333,0,0.033333,0,0.1,0,0.4,0,0.033333,0.033333,0.1,0,0.16667,0.066667,0.16667,0.1
0.033333,0,0,0,0.033333,0.033333,0.033333,0.066667,0.16667,0,0,0.13333,0.2,0.13333,0.16667,0.13333,0.1,0.16667,0.16667,0.16667,0.16667,0.1,0.13333,0.13333,0,0.7,0.76667,0.43333,0.033333,0.63333,0,0.033333,0,0.43333,0.8,0.8,0.43333,0,0.7,0,0,0,0.33333,0.73333,0.7,0.43333,0,0.6,0,0.033333,0,0.4,0.36667,0.1,0,0,0.1,0,0,0,0.26667,0,0.26667,0,0.033333,0,0.46667,0,0.53333,0,0.033333,0.033333,0.1,0.16667,0,0.33333,0.7,0.7
0.033333,0,0,0.033333,0.033333,0.033333,0.033333,0.066667,0.066667,0.066667,0.033333,0.1,0.1,0.066667,0.1,0.066667,0.066667,0.1,0.066667,0.1,0.066667,0.066667,0.066667,0.16667,0,0.3,0.33333,0.73333,0.033333,0.46667,0,0.033333,0,0.76667,0.33333,0.3,0.73333,0,0.36667,0,0,0,0.7,0.23333,0.23333,0.66667,0,0.23333,0,0.033333,0,0.73333,0.16667,0.1,0,0.066667,0.066667,0.033333,0.066667,0.033333,0.066667,0,0.066667,0,0.033333,0,0.56667,0,0.23333,0.033333,0.033333,0.033333,0.46667,0.066667,0.33333,0,0.26667,0.36667
0.066667,0,0,0,0.033333,0.066667,0.033333,0.066667,0.13333,0,0,0.2,0.16667,0.13333,0.13333,0.16667,0.16667,0.26667,0.16667,0.16667,0.13333,0.16667,0.16667,0.13333,0,0.6,0.7,0.43333,0.033333,0.56667,0,0.033333,0,0.4,0.66667,0.76667,0.4,0,0.63333,0,0,0,0.26667,0.86667,0.86667,0.46667,0,0.8,0,0.066667,0,0.4,0.43333,0.1,0,0,0.033333,0,0,0,0.3,0,0.23333,0,0.033333,0,0.4,0,0.5,0,0.033333,0.033333,0.066667,0.16667,0.7,0.26667,0,0.76667
0.033333,0,0,0,0.033333,0.033333,0.033333,0.066667,0.066667,0,0,0.13333,0.1,0.066667,0.066667,0.066667,0.1,0.2,0.1,0.1,0.066667,0.1,0.13333,0.1,0,0.73333,0.73333,0.46667,0.033333,0.66667,0,0.033333,0,0.46667,0.7,0.86667,0.5,0,0.73333,0,0,0,0.3,0.7,0.76667,0.53333,0,0.76667,0,0.033333,0,0.43333,0.4,0.066667,0,0,0,0,0,0,0.23333,0,0.16667,0,0.033333,0,0.46667,0,0.46667,0,0.033333,0.033333,0.1,0.1,0.7,0.36667,0.76667,0
